rank,candidate_id,candidate_name,final_fit_score,similarity_score,required_skill_score,important_skill_score,matched_required_skills,matched_important_skills,missing_required_skills
2084,KG_01924,Kaggle Candidate 1924,0.48,0.95,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2085,KG_02443,Kaggle Candidate 2443,0.48,0.96,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2086,KG_02031,Kaggle Candidate 2031,0.48,0.97,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2087,KG_01506,Kaggle Candidate 1506,0.48,0.97,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2088,KG_02320,Kaggle Candidate 2320,0.48,0.95,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2089,KG_01736,Kaggle Candidate 1736,0.48,0.97,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2090,KG_01398,Kaggle Candidate 1398,0.48,0.97,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2091,KG_00995,Kaggle Candidate 995,0.48,0.97,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2092,KG_01787,Kaggle Candidate 1787,0.47,0.94,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2093,KG_00262,Kaggle Candidate 262,0.47,0.95,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2094,KG_01698,Kaggle Candidate 1698,0.47,0.93,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2095,KG_01300,Kaggle Candidate 1300,0.47,0.94,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2096,KG_00025,Kaggle Candidate 25,0.47,0.95,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2097,KG_01691,Kaggle Candidate 1691,0.47,0.95,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2098,KG_01936,Kaggle Candidate 1936,0.47,0.95,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2099,KG_02266,Kaggle Candidate 2266,0.47,0.94,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2100,KG_01175,Kaggle Candidate 1175,0.46,0.92,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2101,KG_02468,Kaggle Candidate 2468,0.46,0.92,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2102,KG_00181,Kaggle Candidate 181,0.46,0.91,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2103,KG_01694,Kaggle Candidate 1694,0.46,0.91,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2104,KG_01900,Kaggle Candidate 1900,0.46,0.93,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2105,KG_00865,Kaggle Candidate 865,0.46,0.93,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2106,KG_00687,Kaggle Candidate 687,0.46,0.92,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2107,KG_02024,Kaggle Candidate 2024,0.46,0.93,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2108,KG_01738,Kaggle Candidate 1738,0.46,0.93,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2109,KG_02262,Kaggle Candidate 2262,0.46,0.92,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2110,KG_01315,Kaggle Candidate 1315,0.46,0.93,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2111,KG_00324,Kaggle Candidate 324,0.45,0.89,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2112,KG_00685,Kaggle Candidate 685,0.45,0.91,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2113,KG_00458,Kaggle Candidate 458,0.45,0.89,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2114,KG_01984,Kaggle Candidate 1984,0.45,0.9,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2115,KG_01442,Kaggle Candidate 1442,0.45,0.89,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2116,KG_00057,Kaggle Candidate 57,0.45,0.9,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2117,KG_00886,Kaggle Candidate 886,0.44,0.88,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2118,KG_01402,Kaggle Candidate 1402,0.44,0.89,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2119,KG_00380,Kaggle Candidate 380,0.44,0.87,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2120,KG_01930,Kaggle Candidate 1930,0.44,0.89,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2121,KG_01119,Kaggle Candidate 1119,0.44,0.87,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2122,KG_01632,Kaggle Candidate 1632,0.44,0.87,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2123,KG_01687,Kaggle Candidate 1687,0.44,0.89,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2124,KG_01660,Kaggle Candidate 1660,0.44,0.89,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2125,KG_01037,Kaggle Candidate 1037,0.44,0.89,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2126,KG_00769,Kaggle Candidate 769,0.44,0.89,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2127,KG_01859,Kaggle Candidate 1859,0.44,0.88,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2128,KG_00153,Kaggle Candidate 153,0.43,0.87,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2129,KG_02080,Kaggle Candidate 2080,0.43,0.86,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2130,KG_01359,Kaggle Candidate 1359,0.43,0.85,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2131,KG_00175,Kaggle Candidate 175,0.43,0.87,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2132,KG_01195,Kaggle Candidate 1195,0.43,0.86,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2133,KG_01031,Kaggle Candidate 1031,0.43,0.86,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2134,KG_01795,Kaggle Candidate 1795,0.43,0.85,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2135,KG_00907,Kaggle Candidate 907,0.43,0.86,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2136,KG_01576,Kaggle Candidate 1576,0.43,0.87,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2137,KG_01130,Kaggle Candidate 1130,0.42,0.85,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2138,KG_00315,Kaggle Candidate 315,0.42,0.84,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2139,KG_02387,Kaggle Candidate 2387,0.42,0.84,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2140,KG_01763,Kaggle Candidate 1763,0.42,0.83,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2141,KG_02043,Kaggle Candidate 2043,0.42,0.85,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2142,KG_00959,Kaggle Candidate 959,0.42,0.84,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2143,KG_01642,Kaggle Candidate 1642,0.42,0.84,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2144,KG_00823,Kaggle Candidate 823,0.42,0.83,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2145,KG_00101,Kaggle Candidate 101,0.42,0.84,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2146,KG_02265,Kaggle Candidate 2265,0.42,0.84,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2147,KG_01071,Kaggle Candidate 1071,0.41,0.82,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2148,KG_00257,Kaggle Candidate 257,0.41,0.82,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2149,KG_00884,Kaggle Candidate 884,0.41,0.82,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2150,KG_01508,Kaggle Candidate 1508,0.41,0.82,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2151,KG_01393,Kaggle Candidate 1393,0.41,0.82,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2152,KG_01349,Kaggle Candidate 1349,0.41,0.82,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2153,KG_00827,Kaggle Candidate 827,0.41,0.81,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2154,KG_00757,Kaggle Candidate 757,0.41,0.82,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2155,KG_02371,Kaggle Candidate 2371,0.41,0.82,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2156,KG_01022,Kaggle Candidate 1022,0.41,0.82,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2157,KG_00879,Kaggle Candidate 879,0.41,0.83,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2158,KG_00856,Kaggle Candidate 856,0.41,0.82,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2159,KG_01263,Kaggle Candidate 1263,0.41,0.82,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2160,KG_00650,Kaggle Candidate 650,0.41,0.82,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2161,KG_02256,Kaggle Candidate 2256,0.41,0.81,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2162,KG_00050,Kaggle Candidate 50,0.4,0.79,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2163,KG_02258,Kaggle Candidate 2258,0.4,0.8,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2164,KG_01877,Kaggle Candidate 1877,0.4,0.8,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2165,KG_01023,Kaggle Candidate 1023,0.4,0.8,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2166,KG_01443,Kaggle Candidate 1443,0.4,0.8,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2167,KG_00407,Kaggle Candidate 407,0.4,0.8,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2168,KG_00177,Kaggle Candidate 177,0.4,0.81,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2169,KG_01199,Kaggle Candidate 1199,0.4,0.81,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2170,KG_00832,Kaggle Candidate 832,0.4,0.79,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2171,KG_00126,Kaggle Candidate 126,0.4,0.8,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2172,KG_01982,Kaggle Candidate 1982,0.4,0.8,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2173,KG_02305,Kaggle Candidate 2305,0.4,0.8,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2174,KG_01426,Kaggle Candidate 1426,0.4,0.81,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2175,KG_00869,Kaggle Candidate 869,0.4,0.81,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2176,KG_01707,Kaggle Candidate 1707,0.4,0.81,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2177,KG_01346,Kaggle Candidate 1346,0.4,0.79,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2178,KG_01097,Kaggle Candidate 1097,0.4,0.8,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2179,KG_02263,Kaggle Candidate 2263,0.39,0.78,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2180,KG_01599,Kaggle Candidate 1599,0.39,0.79,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2181,KG_00455,Kaggle Candidate 455,0.39,0.79,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2182,KG_00195,Kaggle Candidate 195,0.39,0.77,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2183,KG_01889,Kaggle Candidate 1889,0.39,0.77,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2184,KG_00819,Kaggle Candidate 819,0.39,0.77,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2185,KG_00265,Kaggle Candidate 265,0.39,0.78,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2186,KG_02302,Kaggle Candidate 2302,0.38,0.77,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2187,KG_01451,Kaggle Candidate 1451,0.38,0.75,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2188,KG_00840,Kaggle Candidate 840,0.37,0.73,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2189,KG_00546,Kaggle Candidate 546,0.37,0.75,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2190,KG_00157,Kaggle Candidate 157,0.37,0.74,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2191,KG_01047,Kaggle Candidate 1047,0.37,0.73,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2192,KG_01196,Kaggle Candidate 1196,0.37,0.74,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2193,KG_01148,Kaggle Candidate 1148,0.36,0.72,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2194,KG_00821,Kaggle Candidate 821,0.36,0.71,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2195,KG_01735,Kaggle Candidate 1735,0.36,0.71,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2196,KG_02101,Kaggle Candidate 2101,0.36,0.72,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2197,KG_00019,Kaggle Candidate 19,0.35,0.7,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2198,KG_01796,Kaggle Candidate 1796,0.35,0.69,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2199,KG_01510,Kaggle Candidate 1510,0.35,0.71,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2200,KG_00438,Kaggle Candidate 438,0.35,0.69,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2201,KG_02428,Kaggle Candidate 2428,0.35,0.69,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2202,KG_00398,Kaggle Candidate 398,0.35,0.7,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2203,KG_01528,Kaggle Candidate 1528,0.35,0.71,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2204,KG_01287,Kaggle Candidate 1287,0.35,0.7,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2205,KG_02427,Kaggle Candidate 2427,0.34,0.68,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2206,KG_02293,Kaggle Candidate 2293,0.34,0.68,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2207,KG_02469,Kaggle Candidate 2469,0.34,0.67,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2208,KG_01277,Kaggle Candidate 1277,0.34,0.67,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2209,KG_01066,Kaggle Candidate 1066,0.34,0.69,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2210,KG_01689,Kaggle Candidate 1689,0.34,0.67,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2211,KG_01772,Kaggle Candidate 1772,0.34,0.69,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2212,KG_00521,Kaggle Candidate 521,0.34,0.68,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2213,KG_01704,Kaggle Candidate 1704,0.34,0.69,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2214,KG_01719,Kaggle Candidate 1719,0.34,0.68,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2215,KG_00389,Kaggle Candidate 389,0.34,0.68,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2216,KG_00453,Kaggle Candidate 453,0.34,0.67,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2217,KG_01757,Kaggle Candidate 1757,0.34,0.67,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2218,KG_01433,Kaggle Candidate 1433,0.33,0.65,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2219,KG_01495,Kaggle Candidate 1495,0.33,0.65,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2220,KG_01503,Kaggle Candidate 1503,0.33,0.67,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2221,KG_02327,Kaggle Candidate 2327,0.33,0.66,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2222,KG_00165,Kaggle Candidate 165,0.33,0.65,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2223,KG_01083,Kaggle Candidate 1083,0.33,0.65,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2224,KG_01437,Kaggle Candidate 1437,0.33,0.66,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2225,KG_01812,Kaggle Candidate 1812,0.33,0.67,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2226,KG_01968,Kaggle Candidate 1968,0.33,0.67,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2227,KG_01944,Kaggle Candidate 1944,0.33,0.66,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2228,KG_00830,Kaggle Candidate 830,0.33,0.65,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2229,KG_01801,Kaggle Candidate 1801,0.32,0.64,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2230,KG_01369,Kaggle Candidate 1369,0.32,0.63,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2231,KG_02169,Kaggle Candidate 2169,0.32,0.64,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2232,KG_01520,Kaggle Candidate 1520,0.32,0.64,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2233,KG_01401,Kaggle Candidate 1401,0.32,0.63,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2234,KG_01373,Kaggle Candidate 1373,0.32,0.64,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2235,KG_00069,Kaggle Candidate 69,0.32,0.64,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
